Respondent_ID,City,City_Tier,Gender,Age,Monthly_Household_Income,Education,Occupation,Skin_Type,Current_Monthly_Skincare_Spend_INR,Primary_Brand_Trust_Source,Eco_Awareness_Score_1to5,Willingness_to_Pay_Premium,Preferred_Ingredients,Preferred_Packaging,Products_Currently_Used,Preferred_Purchase_Channel,Purchase_Frequency,Satisfaction_Current_Brand_1to5,Likelihood_to_Switch_1to5,NPS_Score_0to10,Heard_of_Sustainable_Skincare,Trial_Intent,Ideal_Price_Point_30ml_Serum,Subscription_Interest,Primary_Social_Platform,Influencer_Trust_1to5,Certification_Importance,Income_Code,Education_Code,Purchase_Freq_Code,WTP_Premium_Code,Trial_Intent_Code,Subscription_Code,Certification_Code,Awareness_Code,City_Tier_Code,Price_Point_Code,NPS_Segment,Spend_Bucket,High_Eco_Aware,Switching_Risk,Positive_Trial_Intent,Age_Group
SKC0764,Mumbai,Tier 1,Male,40,"₹50,000–₹1,00,000",Postgraduate,Salaried – Private,Dry,2140.0,Brand website / ads,3.6,5–10%,Vegan & cruelty-free,Biodegradable packaging,"Exfoliant, Toner, Face mask, Eye cream",Nykaa / Purplle,Rarely,5,2,9.0,"Yes, use such products",Probably would try,"Above ₹1,000",Not interested,Instagram,3.0,Important,3,3,1,1,4,1,3,2,1,4,Promoter,2001-3500,1,0,1,35-44
SKC0765,Agra,Tier 2,Female,36,"Below ₹25,000",Doctoral,Freelancer,Dry,210.0,Family / Friends,3.0,5–10%,Chemical-free / Natural,Biodegradable packaging,"Sunscreen, Exfoliant, Eye cream, Cleanser",Offline retail,Weekly,4,2,8.0,"Yes, use such products",Neutral,₹300–₹600,Somewhat interested,Facebook,4.0,Important,1,4,5,1,3,3,3,2,0,2,Passive,<500,0,0,0,35-44
SKC0766,Surat,Tier 2,Female,33,"₹25,000–₹50,000",Undergraduate,Salaried – Private,Combination,1010.0,Dermatologist recommendation,2.3,5–10%,Clinically tested actives,Biodegradable packaging,"Serum, Face mask, Sunscreen, Exfoliant, Toner",Brand website (D2C),Every 2–3 months,5,2,9.0,"No, not aware",Definitely not,₹300–₹600,Neutral,YouTube,3.0,Important,2,2,2,1,1,2,3,0,0,2,Promoter,1001-2000,0,0,0,25-34
SKC0767,Nashik,Tier 2,Female,30,"₹25,000–₹50,000",Undergraduate,Salaried – Private,Dry,770.0,Online reviews,2.0,11–20%,Chemical-free / Natural,Biodegradable packaging,"Toner, Eye cream",Nykaa / Purplle,Rarely,4,2,5.0,"Yes, aware but not tried",Definitely not,₹300–₹600,Neutral,YouTube,4.0,Important,2,2,1,2,1,2,3,1,0,2,Detractor,500-1000,0,0,0,25-34
SKC0768,Agra,Tier 2,Female,20,"Below ₹25,000",Undergraduate,Salaried – Private,Normal,310.0,Family / Friends,2.5,0%,Chemical-free / Natural,Recycled/recyclable packaging,"Face mask, Toner",Nykaa / Purplle,Every 2–3 months,4,2,7.0,"No, not aware",Definitely not,₹300–₹600,Not interested,Instagram,3.0,Important,1,2,2,0,1,1,3,0,0,2,Passive,<500,0,0,0,18-24
SKC0769,Bhopal,Tier 2,Male,31,"₹25,000–₹50,000",Postgraduate,Self-employed / Business,Combination,640.0,Online reviews,4.5,11–20%,No strong preference,Minimalist paper packaging,"Serum, Face mask, Exfoliant",Brand website (D2C),Fortnightly,5,1,6.0,"Yes, use such products",Definitely would try,₹300–₹600,Somewhat interested,Pinterest,2.0,Extremely important,2,3,4,2,5,3,4,2,0,2,Detractor,500-1000,1,0,1,25-34
SKC0770,Nagpur,Tier 2,Female,22,"₹50,000–₹1,00,000",Doctoral,Salaried – Private,Normal,1420.0,Brand website / ads,4.6,11–20%,Vegan & cruelty-free,No preference,"Serum, Exfoliant, Moisturiser",Amazon / Flipkart,Monthly,5,2,8.0,"Yes, use such products",Probably would try,"Above ₹1,000",Not interested,Instagram,4.0,Somewhat important,3,4,3,2,4,1,2,2,0,4,Passive,1001-2000,1,0,1,18-24
SKC0771,Hyderabad,Tier 1,Male,27,"₹50,000–₹1,00,000",High School,Student,Sensitive,950.0,Social media influencer,1.4,11–20%,Ayurvedic / Herbal,Recycled/recyclable packaging,"Toner, Moisturiser, Sunscreen, Exfoliant",Nykaa / Purplle,Monthly,3,3,3.0,"No, not aware",Definitely not,"Above ₹1,000",Somewhat interested,Twitter/X,4.0,Somewhat important,3,1,3,2,1,3,2,0,1,4,Detractor,500-1000,0,0,0,25-34
SKC0772,Kochi,Tier 2,Female,21,"Below ₹25,000",Postgraduate,Salaried – Private,Dry,240.0,Online reviews,2.9,5–10%,Ayurvedic / Herbal,Refillable containers,"Serum, Sunscreen",Instagram / Social commerce,Monthly,1,5,1.0,"Yes, use such products",Neutral,₹300–₹600,Very interested,Instagram,4.0,Not important,1,3,3,1,3,4,1,2,0,2,Detractor,<500,0,1,0,18-24
SKC0773,Mumbai,Tier 1,Non-binary / Prefer not to say,30,"₹25,000–₹50,000",Postgraduate,Self-employed / Business,Sensitive,580.0,Social media influencer,3.0,5–10%,Clinically tested actives,Minimalist paper packaging,"Face mask, Moisturiser, Eye cream",Amazon / Flipkart,Weekly,4,2,7.0,"Yes, aware but not tried",Neutral,₹300–₹600,Very interested,YouTube,4.0,Important,2,3,5,1,3,4,3,1,1,2,Passive,500-1000,0,0,0,25-34
SKC0774,Pune,Tier 1,Male,33,"₹50,000–₹1,00,000",Postgraduate,Salaried – Private,Oily,1380.0,Social media influencer,3.4,11–20%,Clinically tested actives,Minimalist paper packaging,"Cleanser, Eye cream, Toner",Nykaa / Purplle,Every 2–3 months,4,1,7.0,"Yes, use such products",Neutral,"Above ₹1,000",Neutral,Instagram,2.0,Important,3,3,2,2,3,2,3,2,1,4,Passive,1001-2000,0,0,0,25-34
SKC0775,Chennai,Tier 1,Female,34,"₹25,000–₹50,000",Undergraduate,Salaried – Private,Sensitive,420.0,Social media influencer,2.0,0%,Ayurvedic / Herbal,No preference,"Toner, Face mask",Instagram / Social commerce,Weekly,4,2,7.0,"Yes, use such products",Neutral,"Above ₹1,000",Somewhat interested,Instagram,2.0,Important,2,2,5,0,3,3,3,2,1,4,Passive,<500,0,0,0,25-34
SKC0776,Bengaluru,Tier 1,Female,21,"₹50,000–₹1,00,000",Undergraduate,Homemaker,Dry,2020.0,Online reviews,2.3,0%,Ayurvedic / Herbal,Recycled/recyclable packaging,"Cleanser, Exfoliant, Sunscreen, Eye cream, Moisturiser",Amazon / Flipkart,Monthly,4,3,6.0,"Yes, use such products",Probably would try,"₹600–₹1,000",Very interested,YouTube,3.0,Somewhat important,3,2,3,0,4,4,2,2,1,3,Detractor,2001-3500,0,0,1,18-24
SKC0777,Visakhapatnam,Tier 2,Female,42,"₹25,000–₹50,000",Undergraduate,Salaried – Government,Combination,830.0,Family / Friends,1.7,5–10%,No strong preference,Recycled/recyclable packaging,"Sunscreen, Face mask",Amazon / Flipkart,Monthly,4,2,8.0,"No, not aware",Definitely not,₹300–₹600,Very interested,YouTube,4.0,Somewhat important,2,2,3,1,1,4,2,0,0,2,Passive,500-1000,0,0,0,35-44
SKC0778,Visakhapatnam,Tier 2,Female,26,"Above ₹1,00,000",Postgraduate,Freelancer,Sensitive,3170.0,Dermatologist recommendation,2.8,11–20%,Vegan & cruelty-free,Refillable containers,"Eye cream, Moisturiser",Amazon / Flipkart,Every 2–3 months,4,2,6.0,"Yes, aware but not tried",Probably not,"Above ₹1,000",Somewhat interested,Pinterest,4.0,Somewhat important,4,3,2,2,2,3,2,1,0,4,Detractor,2001-3500,0,0,0,25-34
SKC0779,Mysuru,Tier 2,Female,35,"₹50,000–₹1,00,000",Postgraduate,Salaried – Private,Combination,1410.0,Online reviews,2.4,11–20%,No strong preference,Minimalist paper packaging,"Exfoliant, Eye cream, Sunscreen",Nykaa / Purplle,Monthly,4,2,8.0,"No, not aware",Definitely not,₹300–₹600,Not interested,Facebook,4.0,Important,3,3,3,2,1,1,3,0,0,2,Passive,1001-2000,0,0,0,35-44
SKC0780,Coimbatore,Tier 2,Female,43,"₹25,000–₹50,000",Undergraduate,Salaried – Private,Combination,690.0,Family / Friends,2.9,5–10%,Clinically tested actives,Minimalist paper packaging,"Exfoliant, Serum, Toner, Moisturiser, Face mask",Nykaa / Purplle,Every 2–3 months,5,1,9.0,"Yes, use such products",Definitely would try,₹300–₹600,Somewhat interested,YouTube,3.0,Important,2,2,2,1,5,3,3,2,0,2,Promoter,500-1000,0,0,1,35-44
SKC0781,Visakhapatnam,Tier 2,Male,45,"₹25,000–₹50,000",Undergraduate,Salaried – Private,Sensitive,290.0,Brand website / ads,1.8,0%,Ayurvedic / Herbal,Refillable containers,"Exfoliant, Serum, Eye cream, Moisturiser",Instagram / Social commerce,Monthly,3,4,6.0,"No, not aware",Definitely not,₹300–₹600,Neutral,Instagram,5.0,Extremely important,2,2,3,0,1,2,4,0,0,2,Detractor,<500,0,1,0,45+
SKC0782,Bhopal,Tier 2,Female,34,"Above ₹1,00,000",Doctoral,Salaried – Private,Dry,3130.0,Brand website / ads,2.9,5–10%,Chemical-free / Natural,Recycled/recyclable packaging,"Toner, Cleanser, Sunscreen, Exfoliant",Offline retail,Monthly,2,4,4.0,"No, not aware",Definitely not,"Above ₹1,000",Somewhat interested,Instagram,5.0,Important,4,4,3,1,1,3,3,0,0,4,Detractor,2001-3500,0,1,0,25-34
SKC0783,Mumbai,Tier 1,Male,43,"Above ₹1,00,000",High School,Student,Combination,2280.0,Brand website / ads,1.7,0%,No strong preference,Recycled/recyclable packaging,"Cleanser, Toner, Exfoliant",Brand website (D2C),Rarely,5,1,7.0,"Yes, use such products",Probably not,"₹600–₹1,000",Somewhat interested,Instagram,4.0,Important,4,1,1,0,2,3,3,2,1,3,Passive,2001-3500,0,0,0,35-44
SKC0784,Hyderabad,Tier 1,Male,37,"₹50,000–₹1,00,000",Postgraduate,Homemaker,Combination,1010.0,Social media influencer,3.3,11–20%,Clinically tested actives,Biodegradable packaging,"Exfoliant, Moisturiser, Cleanser, Sunscreen",Amazon / Flipkart,Monthly,5,1,10.0,"Yes, aware but not tried",Definitely not,₹300–₹600,Not interested,Pinterest,4.0,Not important,3,3,3,2,1,1,1,1,1,2,Promoter,1001-2000,0,0,0,35-44
SKC0785,Nagpur,Tier 2,Female,22,"Below ₹25,000",Postgraduate,Student,Combination,400.0,Social media influencer,3.6,5–10%,Ayurvedic / Herbal,Recycled/recyclable packaging,"Eye cream, Exfoliant, Moisturiser",Nykaa / Purplle,Monthly,4,2,5.0,"Yes, aware but not tried",Probably not,Below ₹300,Neutral,YouTube,4.0,Not important,1,3,3,1,2,2,1,1,0,1,Detractor,<500,1,0,0,18-24
SKC0786,Pune,Tier 1,Female,29,"₹50,000–₹1,00,000",Postgraduate,Student,Dry,1970.0,Family / Friends,3.1,5–10%,Clinically tested actives,Biodegradable packaging,"Sunscreen, Cleanser, Exfoliant, Face mask, Toner",Instagram / Social commerce,Monthly,2,4,2.0,"Yes, aware but not tried",Probably not,₹300–₹600,Very interested,YouTube,2.0,Somewhat important,3,3,3,1,2,4,2,1,1,2,Detractor,1001-2000,0,1,0,25-34
SKC0787,Hyderabad,Tier 1,Non-binary / Prefer not to say,42,"₹50,000–₹1,00,000",Undergraduate,Freelancer,Oily,1920.0,Family / Friends,2.3,5–10%,Chemical-free / Natural,Recycled/recyclable packaging,"Face mask, Exfoliant, Cleanser, Toner",Nykaa / Purplle,Fortnightly,4,2,7.0,"Yes, aware but not tried",Probably not,"Above ₹1,000",Very interested,Snapchat,4.0,Important,3,2,4,1,2,4,3,1,1,4,Passive,1001-2000,0,0,0,35-44
SKC0788,Delhi,Tier 1,Female,38,"₹50,000–₹1,00,000",Undergraduate,Homemaker,Dry,1640.0,Social media influencer,2.5,5–10%,Chemical-free / Natural,Minimalist paper packaging,"Eye cream, Cleanser, Serum, Face mask, Sunscreen",Brand website (D2C),Every 2–3 months,4,2,5.0,"Yes, use such products",Probably not,"₹600–₹1,000",Very interested,Instagram,2.0,Not important,3,2,2,1,2,4,1,2,1,3,Detractor,1001-2000,0,0,0,35-44
SKC0789,Pune,Tier 1,Female,29,"₹50,000–₹1,00,000",Undergraduate,Self-employed / Business,Dry,1010.0,Social media influencer,2.8,11–20%,Ayurvedic / Herbal,Biodegradable packaging,"Toner, Exfoliant",Nykaa / Purplle,Every 2–3 months,4,2,7.0,"Yes, aware but not tried",Probably not,Below ₹300,Neutral,Twitter/X,3.0,Important,3,2,2,2,2,2,3,1,1,1,Passive,1001-2000,0,0,0,25-34
SKC0790,Nashik,Tier 2,Female,38,"₹50,000–₹1,00,000",Doctoral,Homemaker,Combination,1470.0,Social media influencer,3.7,21–30%,Vegan & cruelty-free,Refillable containers,"Eye cream, Face mask",Amazon / Flipkart,Fortnightly,5,1,9.0,"No, not aware",Definitely not,₹300–₹600,Not interested,Instagram,5.0,Important,3,4,4,3,1,1,3,0,0,2,Promoter,1001-2000,1,0,0,35-44
SKC0791,Patna,Tier 2,Male,51,"Above ₹1,00,000",Postgraduate,Student,Combination,2540.0,Social media influencer,2.8,11–20%,Clinically tested actives,Recycled/recyclable packaging,"Exfoliant, Serum, Sunscreen, Toner",Brand website (D2C),Every 2–3 months,4,3,7.0,"Yes, use such products",Probably not,"₹600–₹1,000",Somewhat interested,YouTube,4.0,Extremely important,4,3,2,2,2,3,4,2,0,3,Passive,2001-3500,0,0,0,45+
SKC0792,Nagpur,Tier 2,Non-binary / Prefer not to say,32,"₹50,000–₹1,00,000",Undergraduate,Salaried – Private,Sensitive,2610.0,Online reviews,3.2,11–20%,Vegan & cruelty-free,No preference,"Face mask, Serum, Cleanser, Sunscreen",Nykaa / Purplle,Rarely,3,3,5.0,"No, not aware",Definitely not,"₹600–₹1,000",Very interested,Twitter/X,2.0,Important,3,2,1,2,1,4,3,0,0,3,Detractor,2001-3500,0,0,0,25-34
SKC0793,Bhopal,Tier 2,Female,37,"Below ₹25,000",High School,Salaried – Private,Oily,160.0,Social media influencer,2.3,5–10%,Ayurvedic / Herbal,Refillable containers,"Serum, Moisturiser, Exfoliant, Toner",Nykaa / Purplle,Every 2–3 months,4,2,7.0,"Yes, use such products",Probably not,₹300–₹600,Very interested,Pinterest,5.0,Somewhat important,1,1,2,1,2,4,2,2,0,2,Passive,<500,0,0,0,35-44
SKC0794,Delhi,Tier 1,Female,23,"₹25,000–₹50,000",Doctoral,Self-employed / Business,Combination,820.0,Online reviews,3.4,21–30%,Chemical-free / Natural,Minimalist paper packaging,"Sunscreen, Exfoliant, Eye cream, Moisturiser, Toner",Instagram / Social commerce,Monthly,4,1,8.0,"Yes, use such products",Definitely not,₹300–₹600,Neutral,Facebook,5.0,Not important,2,4,3,3,1,2,1,2,1,2,Passive,500-1000,0,0,0,18-24
SKC0795,Pune,Tier 1,Male,25,"Above ₹1,00,000",Undergraduate,Salaried – Private,Dry,2260.0,Social media influencer,2.3,11–20%,Clinically tested actives,Recycled/recyclable packaging,"Face mask, Toner, Serum",Brand website (D2C),Every 2–3 months,5,1,8.0,"Yes, aware but not tried",Probably not,"₹600–₹1,000",Somewhat interested,Instagram,5.0,Not important,4,2,2,2,2,3,1,1,1,3,Passive,2001-3500,0,0,0,25-34
SKC0796,Indore,Tier 2,Female,32,"Below ₹25,000",High School,Homemaker,Dry,320.0,Family / Friends,1.8,0%,Ayurvedic / Herbal,Refillable containers,"Exfoliant, Cleanser",Offline retail,Rarely,4,3,7.0,"Yes, use such products",Neutral,₹300–₹600,Somewhat interested,Instagram,5.0,Somewhat important,1,1,1,0,3,3,2,2,0,2,Passive,<500,0,0,0,25-34
SKC0797,Bengaluru,Tier 1,Male,37,"Above ₹1,00,000",Undergraduate,Self-employed / Business,Oily,3980.0,Dermatologist recommendation,2.2,5–10%,No strong preference,Minimalist paper packaging,"Sunscreen, Exfoliant, Cleanser, Toner, Serum",Brand website (D2C),Monthly,4,2,8.0,"No, not aware",Definitely not,"Above ₹1,000",Very interested,Instagram,3.0,Somewhat important,4,2,3,1,1,4,2,0,1,4,Passive,3500+,0,0,0,35-44
SKC0798,Visakhapatnam,Tier 2,Male,26,"Above ₹1,00,000",Undergraduate,Student,Oily,4500.0,Dermatologist recommendation,3.0,11–20%,Clinically tested actives,Refillable containers,"Face mask, Cleanser, Moisturiser",Instagram / Social commerce,Every 2–3 months,4,2,7.0,"No, not aware",Definitely not,"₹600–₹1,000",Not interested,YouTube,2.0,Important,4,2,2,2,1,1,3,0,0,3,Passive,3500+,0,0,0,25-34
SKC0799,Ahmedabad,Tier 1,Female,25,"Above ₹1,00,000",Postgraduate,Student,Oily,3200.0,Dermatologist recommendation,3.1,11–20%,No strong preference,Biodegradable packaging,"Cleanser, Serum",Nykaa / Purplle,Every 2–3 months,4,2,8.0,"No, not aware",Definitely not,"₹600–₹1,000",Neutral,YouTube,4.0,Important,4,3,2,2,1,2,3,0,1,3,Passive,2001-3500,0,0,0,25-34
SKC0800,Hyderabad,Tier 1,Female,27,"₹50,000–₹1,00,000",Postgraduate,Self-employed / Business,Normal,1010.0,Dermatologist recommendation,2.8,5–10%,Clinically tested actives,Recycled/recyclable packaging,"Sunscreen, Cleanser",Offline retail,Monthly,5,1,9.0,"Yes, use such products",Definitely not,"Above ₹1,000",Somewhat interested,Facebook,1.0,Not important,3,3,3,1,1,3,1,2,1,4,Promoter,1001-2000,0,0,0,25-34
SKC0801,Bhopal,Tier 2,Female,25,"₹25,000–₹50,000",Undergraduate,Salaried – Private,Combination,750.0,Social media influencer,2.2,11–20%,Vegan & cruelty-free,Minimalist paper packaging,"Moisturiser, Toner",Offline retail,Monthly,3,3,2.0,"Yes, use such products",Probably not,₹300–₹600,Somewhat interested,Instagram,4.0,Somewhat important,2,2,3,2,2,3,2,2,0,2,Detractor,500-1000,0,0,0,25-34
SKC0802,Pune,Tier 1,Male,21,"Above ₹1,00,000",Undergraduate,Salaried – Private,Dry,3820.0,Dermatologist recommendation,3.6,>30%,Vegan & cruelty-free,Biodegradable packaging,"Cleanser, Face mask, Toner, Sunscreen",Instagram / Social commerce,Every 2–3 months,5,1,9.0,"Yes, use such products",Probably not,"₹600–₹1,000",Somewhat interested,Instagram,2.0,Important,4,2,2,4,2,3,3,2,1,3,Promoter,3500+,1,0,0,18-24
SKC0803,Jaipur,Tier 2,Female,28,"₹50,000–₹1,00,000",Undergraduate,Salaried – Private,Normal,1220.0,Family / Friends,3.3,11–20%,Chemical-free / Natural,Recycled/recyclable packaging,"Eye cream, Sunscreen, Toner, Serum",Instagram / Social commerce,Weekly,4,2,8.0,"Yes, aware but not tried",Probably not,"Above ₹1,000",Neutral,Pinterest,2.0,Important,3,2,5,2,2,2,3,1,0,4,Passive,1001-2000,0,0,0,25-34
SKC0804,Lucknow,Tier 2,Male,35,"₹25,000–₹50,000",Undergraduate,Salaried – Government,Dry,430.0,Family / Friends,2.4,5–10%,Chemical-free / Natural,Recycled/recyclable packaging,"Eye cream, Serum",Brand website (D2C),Every 2–3 months,4,2,8.0,"No, not aware",Definitely not,"₹600–₹1,000",Somewhat interested,Facebook,5.0,Extremely important,2,2,2,1,1,3,4,0,0,3,Passive,<500,0,0,0,35-44
SKC0805,Nashik,Tier 2,Female,22,"₹25,000–₹50,000",Postgraduate,Student,Dry,890.0,Dermatologist recommendation,2.8,5–10%,Ayurvedic / Herbal,No preference,"Moisturiser, Serum, Eye cream, Cleanser, Toner",Brand website (D2C),Monthly,4,2,8.0,"Yes, use such products",Probably would try,₹300–₹600,Not interested,YouTube,4.0,Important,2,3,3,1,4,1,3,2,0,2,Passive,500-1000,0,0,1,18-24
SKC0806,Indore,Tier 2,Male,32,"Below ₹25,000",Postgraduate,Salaried – Private,Dry,320.0,Family / Friends,3.8,11–20%,Vegan & cruelty-free,No preference,"Exfoliant, Sunscreen, Face mask",Nykaa / Purplle,Every 2–3 months,3,3,4.0,"No, not aware",Definitely not,₹300–₹600,Very interested,Pinterest,4.0,Extremely important,1,3,2,2,1,4,4,0,0,2,Detractor,<500,1,0,0,25-34
SKC0807,Hyderabad,Tier 1,Female,33,"₹25,000–₹50,000",Undergraduate,Self-employed / Business,Normal,640.0,Family / Friends,2.6,5–10%,No strong preference,Recycled/recyclable packaging,"Eye cream, Toner",Brand website (D2C),Monthly,3,4,5.0,"Yes, use such products",Neutral,"₹600–₹1,000",Neutral,Instagram,1.0,Important,2,2,3,1,3,2,3,2,1,3,Detractor,500-1000,0,1,0,25-34
SKC0808,Ahmedabad,Tier 1,Female,36,"₹25,000–₹50,000",Postgraduate,Self-employed / Business,Sensitive,530.0,Family / Friends,3.2,11–20%,Clinically tested actives,Minimalist paper packaging,"Eye cream, Face mask, Cleanser",Instagram / Social commerce,Every 2–3 months,4,2,7.0,"Yes, use such products",Probably would try,Below ₹300,Somewhat interested,YouTube,4.0,Important,2,3,2,2,4,3,3,2,1,1,Passive,500-1000,0,0,1,35-44
SKC0809,Coimbatore,Tier 2,Female,36,"₹50,000–₹1,00,000",Undergraduate,Self-employed / Business,Oily,1350.0,Social media influencer,3.0,5–10%,Chemical-free / Natural,Recycled/recyclable packaging,"Toner, Face mask, Moisturiser",Brand website (D2C),Monthly,4,3,5.0,"Yes, aware but not tried",Definitely not,₹300–₹600,Not interested,YouTube,5.0,Somewhat important,3,2,3,1,1,1,2,1,0,2,Detractor,1001-2000,0,0,0,35-44
SKC0810,Coimbatore,Tier 2,Female,32,"₹25,000–₹50,000",Doctoral,Student,Normal,780.0,Family / Friends,3.6,5–10%,Chemical-free / Natural,Recycled/recyclable packaging,"Cleanser, Face mask, Serum, Eye cream, Sunscreen",Amazon / Flipkart,Rarely,4,1,5.0,"No, not aware",Definitely not,₹300–₹600,Very interested,YouTube,5.0,Extremely important,2,4,1,1,1,4,4,0,0,2,Detractor,500-1000,1,0,0,25-34
SKC0811,Ahmedabad,Tier 1,Female,25,"Above ₹1,00,000",Undergraduate,Self-employed / Business,Combination,1600.0,Dermatologist recommendation,2.3,11–20%,Chemical-free / Natural,Recycled/recyclable packaging,"Cleanser, Serum, Exfoliant",Amazon / Flipkart,Every 2–3 months,5,1,10.0,"No, not aware",Definitely not,"₹600–₹1,000",Somewhat interested,Instagram,5.0,Important,4,2,2,2,1,3,3,0,1,3,Promoter,1001-2000,0,0,0,25-34
SKC0812,Kochi,Tier 2,Female,29,"₹50,000–₹1,00,000",Postgraduate,Student,Oily,1300.0,Online reviews,3.2,5–10%,Vegan & cruelty-free,Biodegradable packaging,"Sunscreen, Eye cream, Toner",Nykaa / Purplle,Every 2–3 months,4,2,7.0,"No, not aware",Definitely not,"₹600–₹1,000",Somewhat interested,Pinterest,4.0,Somewhat important,3,3,2,1,1,3,2,0,0,3,Passive,1001-2000,0,0,0,25-34
SKC0813,Kochi,Tier 2,Male,34,"₹25,000–₹50,000",Postgraduate,Student,Combination,660.0,Brand website / ads,2.9,11–20%,Clinically tested actives,Minimalist paper packaging,"Eye cream, Cleanser, Serum, Exfoliant",Instagram / Social commerce,Every 2–3 months,4,1,8.0,"No, not aware",Definitely not,"Above ₹1,000",Somewhat interested,YouTube,3.0,Extremely important,2,3,2,2,1,3,4,0,0,4,Passive,500-1000,0,0,0,25-34
SKC0814,Nashik,Tier 2,Female,22,"₹50,000–₹1,00,000",Postgraduate,Homemaker,Dry,1070.0,Dermatologist recommendation,4.8,21–30%,Vegan & cruelty-free,Minimalist paper packaging,"Exfoliant, Face mask, Serum, Cleanser, Moisturiser",Amazon / Flipkart,Monthly,1,5,3.0,"Yes, aware but not tried",Probably not,"₹600–₹1,000",Not interested,YouTube,3.0,Somewhat important,3,3,3,3,2,1,2,1,0,3,Detractor,1001-2000,1,1,0,18-24
SKC0815,Pune,Tier 1,Female,40,"₹50,000–₹1,00,000",Postgraduate,Salaried – Government,Sensitive,1670.0,Social media influencer,2.5,11–20%,Ayurvedic / Herbal,Minimalist paper packaging,"Face mask, Eye cream",Amazon / Flipkart,Every 2–3 months,3,2,5.0,"No, not aware",Definitely not,"Above ₹1,000",Very interested,Instagram,5.0,Somewhat important,3,3,2,2,1,4,2,0,1,4,Detractor,1001-2000,0,0,0,35-44
SKC0816,Lucknow,Tier 2,Female,25,"₹25,000–₹50,000",Undergraduate,Salaried – Private,Dry,880.0,Social media influencer,2.6,5–10%,Chemical-free / Natural,Refillable containers,"Eye cream, Cleanser, Moisturiser, Sunscreen",Brand website (D2C),Every 2–3 months,4,2,8.0,"Yes, use such products",Neutral,₹300–₹600,Not interested,Instagram,4.0,Extremely important,2,2,2,1,3,1,4,2,0,2,Passive,500-1000,0,0,0,25-34
SKC0817,Pune,Tier 1,Female,28,"Above ₹1,00,000",Postgraduate,Salaried – Government,Combination,2550.0,Dermatologist recommendation,2.7,21–30%,Chemical-free / Natural,Minimalist paper packaging,"Exfoliant, Toner",Amazon / Flipkart,Every 2–3 months,5,1,9.0,"Yes, use such products",Probably would try,"₹600–₹1,000",Very interested,YouTube,4.0,Important,4,3,2,3,4,4,3,2,1,3,Promoter,2001-3500,0,0,1,25-34
SKC0818,Hyderabad,Tier 1,Female,34,"Above ₹1,00,000",Postgraduate,Salaried – Private,Oily,2200.0,Dermatologist recommendation,3.6,21–30%,Vegan & cruelty-free,Refillable containers,"Sunscreen, Toner, Exfoliant",Instagram / Social commerce,Monthly,5,1,9.0,"Yes, use such products",Neutral,"Above ₹1,000",Very interested,YouTube,4.0,Somewhat important,4,3,3,3,3,4,2,2,1,4,Promoter,2001-3500,1,0,0,25-34
SKC0819,Chennai,Tier 1,Female,34,"₹50,000–₹1,00,000",Undergraduate,Student,Normal,2080.0,Family / Friends,2.8,11–20%,Ayurvedic / Herbal,Minimalist paper packaging,"Cleanser, Exfoliant",Amazon / Flipkart,Weekly,4,3,9.0,"No, not aware",Definitely not,₹300–₹600,Neutral,YouTube,4.0,Extremely important,3,2,5,2,1,2,4,0,1,2,Promoter,2001-3500,0,0,0,25-34
SKC0820,Lucknow,Tier 2,Female,28,"Below ₹25,000",Postgraduate,Self-employed / Business,Combination,240.0,Family / Friends,3.4,5–10%,Chemical-free / Natural,No preference,"Exfoliant, Sunscreen, Cleanser, Face mask, Eye cream",Nykaa / Purplle,Rarely,5,1,8.0,"Yes, use such products",Neutral,Below ₹300,Very interested,Instagram,1.0,Not important,1,3,1,1,3,4,1,2,0,1,Passive,<500,0,0,0,25-34
SKC0821,Bhopal,Tier 2,Male,37,"₹50,000–₹1,00,000",Postgraduate,Self-employed / Business,Sensitive,1330.0,Social media influencer,2.7,21–30%,Chemical-free / Natural,Refillable containers,"Exfoliant, Sunscreen",Offline retail,Monthly,1,4,7.0,"Yes, use such products",Neutral,"₹600–₹1,000",Somewhat interested,Snapchat,3.0,Extremely important,3,3,3,3,3,3,4,2,0,3,Passive,1001-2000,0,1,0,35-44
SKC0822,Kolkata,Tier 1,Female,41,"₹25,000–₹50,000",Doctoral,Salaried – Private,Sensitive,680.0,Dermatologist recommendation,3.7,5–10%,Ayurvedic / Herbal,Refillable containers,"Face mask, Toner, Moisturiser, Cleanser",Nykaa / Purplle,Monthly,4,2,8.0,"Yes, use such products",Probably would try,"₹600–₹1,000",Somewhat interested,Instagram,2.0,Not important,2,4,3,1,4,3,1,2,1,3,Passive,500-1000,1,0,1,35-44
SKC0823,Agra,Tier 2,Female,29,"₹25,000–₹50,000",Postgraduate,Salaried – Private,Dry,830.0,Brand website / ads,3.3,11–20%,Vegan & cruelty-free,No preference,"Serum, Eye cream, Exfoliant, Moisturiser",Brand website (D2C),Monthly,3,2,7.0,"Yes, use such products",Probably not,Below ₹300,Not interested,Pinterest,4.0,Somewhat important,2,3,3,2,2,1,2,2,0,1,Passive,500-1000,0,0,0,25-34
